id,display,displayAddition1,displayAddition2,filterDatePoint_mv,filterDateRange_mv,filterDigital,filterLanguage_mv,filterMedium_mv,filterSource,filterType_mv,identifier_id_mv,identifier_type_mv,issn_mv,publicationHistory,publisherOriginalLocation_mv,publisherOriginalText_mv,relation_id_mv,relation_text_mv,relation_type_mv,schemaVersion,source,textualHolding_mv,title,usageRestriction,website_description_mv,website_url_mv
EZB163105,Bookseller : A Handbook of British & Foreign Literature,"American Antiquarian Society Historical Periodicals via EBSCO Host, 1876 - 1876",Volltext (Elektronische Zeitschriftenbibliothek),1876-01-01T00:00:00Z,[1876 TO 1876],True,,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,,,,1876 - 1876,,American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,1876 - 1876,Bookseller : A Handbook of British & Foreign Literature,benutzbar,Volltext (Verlag),https://search.ebscohost.com/login.aspx?direct=true&db=h9m&jid=6J45
EZB163106,Bookseller's Medium & Publisher's Advertiser,"American Antiquarian Society Historical Periodicals via EBSCO Host, 2 (1860), 14 - 3 (1860), 3",Volltext (Elektronische Zeitschriftenbibliothek),1860-01-01T00:00:00Z,[1860 TO 1860],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2612020-3,572z,,"2 (1860), 14 - 3 (1860), 3","New York, NY",American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,"2 (1860), 14 - 3 (1860), 3",Bookseller's Medium & Publisher's Advertiser,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2612020&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9k&jid=6J46&site=ehost-live
EZB163107,Booksellers' Trade List. & Publishers' Register of New American & Foreign Publications,"American Antiquarian Society Historical Periodicals via EBSCO Host, 1 (1854), 1 - 1 (1854), 5",Volltext (Elektronische Zeitschriftenbibliothek),1854-01-01T00:00:00Z,[1854 TO 1854],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2612022-7,572z,,"1 (1854), 1 - 1 (1854), 5","New York, NY",American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,"1 (1854), 1 - 1 (1854), 5",Booksellers' Trade List. & Publishers' Register of New American & Foreign Publications,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2612022&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9k&jid=6F2D&site=ehost-live
EZB163121,"Bulletin Bibliographique de Ch. B. Norton, Libraire a New York","American Antiquarian Society Historical Periodicals via EBSCO Host, 26 (1855), 3 - 26 (1855), 4",Volltext (Elektronische Zeitschriftenbibliothek),1855-01-01T00:00:00Z,[1855 TO 1855],True,Französisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2612171-2,572z,,"26 (1855), 3 - 26 (1855), 4",Paris,American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,"26 (1855), 3 - 26 (1855), 4","Bulletin Bibliographique de Ch. B. Norton, Libraire a New York",benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2612171&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9k&jid=6L90&site=ehost-live
EZB163122,Bulletin Bibliographique de Franck Taylor Libraire a Washington,"American Antiquarian Society Historical Periodicals via EBSCO Host, 1 (1854), 12 - 2 (1856), 7",Volltext (Elektronische Zeitschriftenbibliothek),1854-01-01T00:00:00Z␟1856-01-01T00:00:00Z,[1854 TO 1856],True,,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2612172-4,572z,,"1 (1854), 12 - 2 (1856), 7",Paris,American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,"1 (1854), 12 - 2 (1856), 7",Bulletin Bibliographique de Franck Taylor Libraire a Washington,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2612172&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9k&jid=6F57&site=ehost-live
EZB163123,"Bulletin Bibliographique de Hector Bossange et Fils Libraires et Commissionnaires Pour l'Exportation a Paris, Quai Voltaire","American Antiquarian Society Historical Periodicals via EBSCO Host, 1858 - 1859",Volltext (Elektronische Zeitschriftenbibliothek),1858-01-01T00:00:00Z␟1859-01-01T00:00:00Z,[1858 TO 1859],True,,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2612173-6,572z,,1858 - 1859,Paris,American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,1858 - 1859,"Bulletin Bibliographique de Hector Bossange et Fils Libraires et Commissionnaires Pour l'Exportation a Paris, Quai Voltaire",benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2612173&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9k&jid=6F14&site=ehost-live
EZB163320,"Foyer Canadien Recueil Litteraire et Historique, Le","American Antiquarian Society Historical Periodicals via EBSCO Host, 1 (1863) - 3 (1865)",Volltext (Elektronische Zeitschriftenbibliothek),1863-01-01T00:00:00Z␟1865-01-01T00:00:00Z,[1863 TO 1865],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2613214-X,572z,,1 (1863) - 3 (1865),"Québec City, Québec",American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,1 (1863) - 3 (1865),"Foyer Canadien Recueil Litteraire et Historique, Le",benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2613214&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9k&jid=6J9N&site=ehost-live
EZB163322,Fr.W. Christern's Monthly Bulletin of Foreign Literature,"American Antiquarian Society Historical Periodicals via EBSCO Host, 1855 - 1861",Volltext (Elektronische Zeitschriftenbibliothek),1855-01-01T00:00:00Z␟1861-01-01T00:00:00Z,[1855 TO 1861],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2612490-7,572z,,1855 - 1861,"New York, NY",American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,1855 - 1861,Fr.W. Christern's Monthly Bulletin of Foreign Literature,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2612490&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9k&jid=6J18&site=ehost-live
EZB163353,Garrigue & Christern's Monthly Bulletin of German Literature,"American Antiquarian Society Historical Periodicals via EBSCO Host, 1 (1853) - 14 (1854)",Volltext (Elektronische Zeitschriftenbibliothek),1853-01-01T00:00:00Z␟1854-01-01T00:00:00Z,[1853 TO 1854],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2612603-5,572z,,1 (1853) - 14 (1854),"New York, NY",American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,1 (1853) - 14 (1854),Garrigue & Christern's Monthly Bulletin of German Literature,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2612603&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9k&jid=57DZ&site=ehost-live
EZB163369,Graham's Phonetic Quarterly,"American Antiquarian Society Historical Periodicals via EBSCO Host, 1 (1856), 2 - 1 (1856), 4",Volltext (Elektronische Zeitschriftenbibliothek),1856-01-01T00:00:00Z,[1856 TO 1856],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2612664-3,572z,,"1 (1856), 2 - 1 (1856), 4","New York, NY",American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,"1 (1856), 2 - 1 (1856), 4",Graham's Phonetic Quarterly,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2612664&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9k&jid=57EQ&site=ehost-live
EZB163466,Index to Current Literature,"American Antiquarian Society Historical Periodicals via EBSCO Host, 1859, 1 - 1861, 12",Volltext (Elektronische Zeitschriftenbibliothek),1859-01-01T00:00:00Z␟1861-01-01T00:00:00Z,[1859 TO 1861],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2612947-4,572z,,"1859, 1 - 1861, 12",London,American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,"1859, 1 - 1861, 12",Index to Current Literature,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2612947&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9k&jid=57HF&site=ehost-live
EZB163528,Praxis. Jugoslavensko Izdanje,"Hrvatsko Filozofsko Drustvo ; CEEOL, 2 (1965), 1 - 11 (1974), 5",Volltext (Elektronische Zeitschriftenbibliothek),1965-01-01T00:00:00Z␟1974-01-01T00:00:00Z,[1965 TO 1974],True,Serbisch␟Kroatisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2609387-X,572z,,"2 (1965), 1 - 11 (1974), 5",Zagreb,Hrvatsko Filozofsko Drustvo ; CEEOL,,,,0.16.0,AK,"2 (1965), 1 - 11 (1974), 5",Praxis. Jugoslavensko Izdanje,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2609387&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB163529,Tauta ir Kalba = Nation and Language,"Kauno Technologijos Universitetas ; CEEOL, 4 (2010) - 4 (2010)",Volltext (Elektronische Zeitschriftenbibliothek),2010-01-01T00:00:00Z,[2010 TO 2010],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2609403-4,572z,,4 (2010) - 4 (2010),Kaunas,Kauno Technologijos Universitetas ; CEEOL,,,,0.16.0,AK,4 (2010) - 4 (2010),Tauta ir Kalba = Nation and Language,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2609403&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB163537,"Bibliophile, Le","American Antiquarian Society Historical Periodicals via EBSCO Host, 1861, 1 - 1862, 14",Volltext (Elektronische Zeitschriftenbibliothek),1861-01-01T00:00:00Z␟1862-01-01T00:00:00Z,[1861 TO 1862],True,,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2613211-4,572z,,"1861, 1 - 1862, 14",Londres,American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,"1861, 1 - 1862, 14","Bibliophile, Le",benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2613211&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9k&jid=6GKQ&site=ehost-live
EZB163538,"Bibliophile Iillustré, Le","American Antiquarian Society Historical Periodicals via EBSCO Host, 1863 - 1865",Volltext (Elektronische Zeitschriftenbibliothek),1863-01-01T00:00:00Z␟1865-01-01T00:00:00Z,[1863 TO 1865],True,,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2613211-4,572z,,1863 - 1865,Londres,American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,1863 - 1865,"Bibliophile Iillustré, Le",benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2613211&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9k&jid=6GKP&site=ehost-live
EZB163548,"Library Reporter and Book Buyer's Guide, The","American Antiquarian Society Historical Periodicals via EBSCO Host, 2 (1855) - 3 (1856)",Volltext (Elektronische Zeitschriftenbibliothek),1855-01-01T00:00:00Z␟1856-01-01T00:00:00Z,[1855 TO 1856],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2613234-5,572z,,2 (1855) - 3 (1856),"Boston, Mass.",American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,2 (1855) - 3 (1856),"Library Reporter and Book Buyer's Guide, The",benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2613234&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9k&jid=6J08&site=ehost-live
EZB163554,Literary Advertiser and Public School Advocate,"American Antiquarian Society Historical Periodicals via EBSCO Host, 1 (1859), 1 - 1 (1859), 8",Volltext (Elektronische Zeitschriftenbibliothek),1859-01-01T00:00:00Z,[1859 TO 1859],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2613271-0,572z,,"1 (1859), 1 - 1 (1859), 8","Iowa City, Iowa",American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,"1 (1859), 1 - 1 (1859), 8",Literary Advertiser and Public School Advocate,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2613271&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9k&jid=6J5U&site=ehost-live
EZB163556,"Literary Companion (Boston, MA)","American Antiquarian Society Historical Periodicals via EBSCO Host, 1 (1860), 2 - 2 (1861), 52",Volltext (Elektronische Zeitschriftenbibliothek),1860-01-01T00:00:00Z␟1861-01-01T00:00:00Z,[1860 TO 1861],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2613274-6,572z,,"1 (1860), 2 - 2 (1861), 52","Boston, Mass.",American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,"1 (1860), 2 - 2 (1861), 52","Literary Companion (Boston, MA)",benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2613274&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9k&jid=8AAF&site=ehost-live
EZB163658,Monthly Trade Gazette,"American Antiquarian Society Historical Periodicals via EBSCO Host, 1 (1855), 1 - 1 (1855), 1",Volltext (Elektronische Zeitschriftenbibliothek),1855-01-01T00:00:00Z,[1855 TO 1855],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2615437-7,572z,,"1 (1855), 1 - 1 (1855), 1","New York, NY",American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,"1 (1855), 1 - 1 (1855), 1",Monthly Trade Gazette,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2615437&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9k&jid=6J1N&site=ehost-live
EZB163691,Murray's Review,"American Antiquarian Society Historical Periodicals via EBSCO Host, 7 (1854), 1 - 8 (1856), 6",Volltext (Elektronische Zeitschriftenbibliothek),1854-01-01T00:00:00Z␟1856-01-01T00:00:00Z,[1854 TO 1856],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2615460-2,572z,,"7 (1854), 1 - 8 (1856), 6","Fruit Hills, Ohio",American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,"7 (1854), 1 - 8 (1856), 6",Murray's Review,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2615460&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9k&jid=6J74&site=ehost-live
EZB163779,"Novelette, The","American Antiquarian Society Historical Periodicals via EBSCO Host, 1 (1863) - 14 (1863)",Volltext (Elektronische Zeitschriftenbibliothek),1863-01-01T00:00:00Z,[1863 TO 1863],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2615668-4,572z,,1 (1863) - 14 (1863),"Boston, Mass.",American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,1 (1863) - 14 (1863),"Novelette, The",benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2615668&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9k&jid=6J9S&site=ehost-live
EZB163780,Novellen Schatz,"American Antiquarian Society Historical Periodicals via EBSCO Host, 2 (1860) - 2 (1860)",Volltext (Elektronische Zeitschriftenbibliothek),1860-01-01T00:00:00Z,[1860 TO 1860],True,,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2615674-X,572z,,2 (1860) - 2 (1860),"New York, NY",American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,2 (1860) - 2 (1860),Novellen Schatz,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2615674&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9k&jid=6K76&site=ehost-live
EZB163808,"Page Monthly, The","American Antiquarian Society Historical Periodicals via EBSCO Host, 1 (1858), 1 - 1 (1859), 16",Volltext (Elektronische Zeitschriftenbibliothek),1858-01-01T00:00:00Z␟1859-01-01T00:00:00Z,[1858 TO 1859],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2615822-X,572z,,"1 (1858), 1 - 1 (1859), 16","Lancaster, Pa.",American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,"1 (1858), 1 - 1 (1859), 16","Page Monthly, The",benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2615822&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9k&jid=57TV&site=ehost-live
EZB163809,Panorama of Life & Literature,"American Antiquarian Society Historical Periodicals via EBSCO Host, 15 (1857) - 15 (1857)",Volltext (Elektronische Zeitschriftenbibliothek),1857-01-01T00:00:00Z,[1857 TO 1857],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2615823-1,572z,,15 (1857) - 15 (1857),"Boston, Mass.",American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,15 (1857) - 15 (1857),Panorama of Life & Literature,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2615823&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9k&jid=6J1V&site=ehost-live
EZB163833,"Philobiblion, The","American Antiquarian Society Historical Periodicals via EBSCO Host, 1 (1861), 1 - 1 (1863), 25",Volltext (Elektronische Zeitschriftenbibliothek),1861-01-01T00:00:00Z␟1863-01-01T00:00:00Z,[1861 TO 1863],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2615962-4,572z,,"1 (1861), 1 - 1 (1863), 25","New York, NY",American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,"1 (1861), 1 - 1 (1863), 25","Philobiblion, The",benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2615962&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9k&jid=57VQ&site=ehost-live
EZB163845,"Playgoer and Theatrical Recorder, The","American Antiquarian Society Historical Periodicals via EBSCO Host, 1 (1858), 15 - 1 (1858), 15",Volltext (Elektronische Zeitschriftenbibliothek),1858-01-01T00:00:00Z,[1858 TO 1858],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2615992-2,572z,,"1 (1858), 15 - 1 (1858), 15","New York, NY",American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,"1 (1858), 15 - 1 (1858), 15","Playgoer and Theatrical Recorder, The",benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2615992&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9k&jid=6GK2&site=ehost-live
EZB163873,"Printer, The","American Antiquarian Society Historical Periodicals via EBSCO Host, 1 (1858), 1 - 4 (1862), 6",Volltext (Elektronische Zeitschriftenbibliothek),1858-01-01T00:00:00Z␟1862-01-01T00:00:00Z,[1858 TO 1862],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2616021-3,572z,,"1 (1858), 1 - 4 (1862), 6","New York, NY",American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,"1 (1858), 1 - 4 (1862), 6","Printer, The",benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2616021&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9k&jid=6J4S&site=ehost-live
EZB163874,Printers' Bulletin,"American Antiquarian Society Historical Periodicals via EBSCO Host, 3 (1860), 7 - 5 (1863), 5",Volltext (Elektronische Zeitschriftenbibliothek),1860-01-01T00:00:00Z␟1863-01-01T00:00:00Z,[1860 TO 1863],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2616023-7,572z,,"3 (1860), 7 - 5 (1863), 5","Boston, Mass.",American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,"3 (1860), 7 - 5 (1863), 5",Printers' Bulletin,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2616023&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9k&jid=6ER9&site=ehost-live
EZB163875,Printers' Monthly Bulletin,"American Antiquarian Society Historical Periodicals via EBSCO Host, 2 (1859), 10 - 3 (1860), 1",Volltext (Elektronische Zeitschriftenbibliothek),1859-01-01T00:00:00Z␟1860-01-01T00:00:00Z,[1859 TO 1860],True,,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,,,,"2 (1859), 10 - 3 (1860), 1",,American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,"2 (1859), 10 - 3 (1860), 1",Printers' Monthly Bulletin,benutzbar,Volltext (Verlag),https://search.ebscohost.com/login.aspx?direct=true&db=h9k&AN=57356175&site=ehost-live&kw=true&acc=false&lpId=divl6&ppId=divp4&twPV=&xOff=0&yOff=0&zm=fit&fs=&rot=0&hid=111&docMapOpen=true&pageMapOpen=true
EZB163898,"Rational Review, The (London, UK 1853)","American Antiquarian Society Historical Periodicals via EBSCO Host, 1 (1853) - 1 (1853)",Volltext (Elektronische Zeitschriftenbibliothek),1853-01-01T00:00:00Z,[1853 TO 1853],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2616123-0,572z,,1 (1853) - 1 (1853),London,American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,1 (1853) - 1 (1853),"Rational Review, The (London, UK 1853)",benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2616123&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9k&jid=6IZK&site=ehost-live
